Producto,Categoria del Producto,Precio,Costo de Envio,Fecha de Compra,Vendedor,Lugar de Compra,Calificacion,Metodo de Pago,Cantidad de Cuotas,Latitud,Longitud
Iphone 15,Electronicos,1631200,87300,3/7/2020,Felipe Santos,Medellin,1,Tarjeta de credito,10,6.25184,-75.56359
Smart TV,Electronicos,1322100,68600,29/10/2022,Juan Fernandez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Microondas,Electrodomesicos,308500,14600,1/10/2020,Rafael Acosta,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,88500,4900,14/08/2022,Izabela de Leon,Medellin,5,Nequi,1,6.25184,-75.56359
Balon de voleibol,Deportes y diversion,41900,2900,22/09/2021,Felipe Santos,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Cama box,Muebles,308300,14600,22/12/2020,Juan Fernandez,Pereira,5,Nequi,1,4.81333,-75.69611
Smart TV,Electronicos,1531500,79700,14/05/2022,Beatriz Morales,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Pandereta,Instrumentos musicales,55400,1100,7/7/2021,Izabela de Leon,Medellin,2,Tarjeta de credito,1,6.25184,-75.56359
Smartwatch,Electronicos,183200,7900,27/05/2021,Mariana Herrera,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Cama king,Muebles,572100,31000,29/01/2022,Santiago Silva,Bogota,4,Nequi,1,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,24500,0,24/09/2022,Felipe Santos,Bogota,5,Nequi,1,4.60971,-74.08175
Cama box,Muebles,339400,18300,27/08/2022,Felipe Santos,Medellin,5,Tarjeta de credito,8,6.25184,-75.56359
Iphone 15,Electronicos,2015600,108000,5/7/2020,Santiago Silva,Pereira,4,Tarjeta de credito,6,4.81333,-75.69611
Iphone 15,Electronicos,2404200,131400,25/10/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Dashboards con Power BI,Libros,35200,0,10/7/2022,Juliana Costa,Pereira,5,Tarjeta de credito,2,4.81333,-75.69611
Cubo magico 8x8,Juguetes,14800,1300,31/07/2020,Camila Rivera,Medellin,2,Tarjeta de credito,3,6.25184,-75.56359
Cubo magico 8x8,Juguetes,14900,0,3/4/2022,Lucas Olivera,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Cama box,Muebles,524200,28600,17/04/2022,Juliana Costa,Bogota,1,Tarjeta de credito,2,4.60971,-74.08175
Bloques de construccion,Juguetes,30800,1900,22/07/2020,Mariana Herrera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Cama king,Muebles,544200,27200,15/04/2022,Angel Rodriguez,Pereira,5,Tarjeta de credito,2,4.81333,-75.69611
Dinosaurio Rex,Juguetes,18800,0,4/2/2022,Angel Rodriguez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Asistente virtual,Electronicos,190300,12500,27/04/2021,Juliana Costa,Bogota,5,Nequi,1,4.60971,-74.08175
Bicicleta,Deportes y diversion,736100,39700,21/05/2020,Rafael Acosta,Medellin,5,Nequi,1,6.25184,-75.56359
Lavavajillas,Electrodomesicos,1004900,53900,15/01/2023,Blanca Ramirez,Bogota,5,Nequi,1,4.60971,-74.08175
Refrigerador,Electrodomesicos,2080500,111000,1/3/2021,Angel Rodriguez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Juego de mesa,Juguetes,250000,13500,22/03/2023,Santiago Silva,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Refrigerador,Electrodomesicos,1525900,79400,5/11/2022,Pedro Gomez,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Bateria,Instrumentos musicales,524500,26100,1/9/2020,Pedro Gomez,Bogota,5,Nequi,1,4.60971,-74.08175
Sofa reclinable,Muebles,698100,37400,28/02/2020,Angel Rodriguez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Olla de presion,Articulos para el hogar,74200,4500,18/10/2020,Beatriz Morales,Pereira,5,Tarjeta de credito,7,4.81333,-75.69611
Dinosaurio Rex,Juguetes,16100,0,22/08/2020,Angel Rodriguez,Medellin,3,Tarjeta de credito,1,6.25184,-75.56359
Estufa,Electrodomesicos,830500,42400,2/3/2020,Lucas Olivera,Bogota,1,Tarjeta de credito,2,4.60971,-74.08175
Muneca bebe,Juguetes,58300,9000,1/6/2022,Izabela de Leon,Bogota,2,Tarjeta de credito,3,4.60971,-74.08175
Cuberteria,Articulos para el hogar,42500,2700,5/6/2022,Beatriz Morales,Medellin,3,Tarjeta de credito,8,6.25184,-75.56359
Cama box,Muebles,383800,21000,15/08/2021,Blanca Ramirez,Medellin,5,Tarjeta de credito,10,6.25184,-75.56359
Kit de bancas,Muebles,321900,24000,31/03/2021,Izabela de Leon,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Muneca bebe,Juguetes,48200,800,10/12/2021,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Refrigerador,Electrodomesicos,1980500,103600,27/08/2020,Rafael Acosta,Leticia,5,Tarjeta de credito,6,-4.21528,-69.94056
Lavavajillas,Electrodomesicos,1225300,63400,10/2/2023,Maria Alfonso,Cali,5,Tarjeta de credito,4,3.43722,-76.5225
Sofa reclinable,Muebles,728600,39500,25/07/2021,Juan Fernandez,Cali,5,Tarjeta de credito,4,3.43722,-76.5225
Modelado predictivo,Libros,78100,2300,28/08/2020,Blanca Ramirez,Barranquilla,4,Tarjeta de credito,4,10.96854,-74.78132
Cuerda para saltar,Deportes y diversion,23700,0,24/05/2021,Rafael Acosta,Medellin,5,Nequi,1,6.25184,-75.56359
Iniciando en programacion,Libros,52900,1000,11/10/2021,Angel Rodriguez,Bogota,3,Tarjeta de credito,3,4.60971,-74.08175
Refrigerador,Electrodomesicos,1836600,103500,26/08/2021,Juan Fernandez,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Iniciando en programacion,Libros,30800,0,1/8/2022,Izabela de Leon,Pereira,1,Tarjeta de credito,1,4.81333,-75.69611
Ciencia de datos con Python,Libros,40300,2400,14/03/2022,Juan Fernandez,Cartagena,5,Tarjeta de credito,2,10.39972,-75.51444
Set de vasos,Articulos para el hogar,28000,6400,11/2/2020,Beatriz Morales,Cali,4,Tarjeta de credito,4,3.43722,-76.5225
Juego de mesa,Juguetes,191100,10600,23/09/2022,Mariana Herrera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cuberteria,Articulos para el hogar,54700,4000,13/07/2020,Izabela de Leon,Bogota,5,Cupon,1,4.60971,-74.08175
Kit de bancas,Muebles,238300,13100,27/04/2021,Camila Rivera,Bucaramanga,5,Nequi,1,7.12539,-73.1198
Balon de baloncesto,Deportes y diversion,60800,3900,30/09/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Smart TV,Electronicos,1344000,80300,29/05/2022,Beatriz Morales,Bogota,2,Tarjeta de credito,2,4.60971,-74.08175
Modelado predictivo,Libros,53500,3100,10/7/2021,Juliana Costa,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Lavadora de ropa,Electrodomesicos,1490300,77500,12/10/2021,Angel Rodriguez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,7600,800,1/8/2022,Blanca Ramirez,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Guitarra electrica,Instrumentos musicales,666500,37900,5/2/2023,Beatriz Morales,Bogota,3,Tarjeta de debito,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,30800,1900,30/06/2022,Santiago Silva,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Bateria,Instrumentos musicales,917100,47000,2/3/2021,Blanca Ramirez,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Cama king,Muebles,585200,31800,5/8/2022,Beatriz Morales,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,29900,2300,30/03/2023,Beatriz Morales,Medellin,5,Nequi,1,6.25184,-75.56359
Celular ABXY,Electronicos,680900,36600,30/09/2020,Angel Rodriguez,Cali,5,Tarjeta de credito,7,3.43722,-76.5225
Juego de mesa,Juguetes,201400,10900,19/12/2020,Beatriz Morales,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Refrigerador,Electrodomesicos,2195300,117400,5/4/2020,Pedro Gomez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Microondas,Electrodomesicos,622300,33800,24/11/2020,Lucas Olivera,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Modelado predictivo,Libros,49800,2900,5/10/2021,Santiago Silva,Leticia,3,Tarjeta de credito,5,-4.21528,-69.94056
Set de ollas,Articulos para el hogar,210700,12500,11/9/2020,Pedro Gomez,Medellin,5,Tarjeta de credito,6,6.25184,-75.56359
Balon de voleibol,Deportes y diversion,52600,3000,9/1/2021,Rafael Acosta,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Celular ABXY,Electronicos,689600,37100,27/10/2020,Santiago Silva,Cali,4,Tarjeta de credito,3,3.43722,-76.5225
Set de vasos,Articulos para el hogar,37300,2400,3/4/2021,Juliana Costa,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Ciencia de datos con Python,Libros,66500,5900,29/01/2020,Lucas Olivera,Pereira,5,Tarjeta de credito,1,4.81333,-75.69611
Tablet ABXY,Electronicos,1264200,68000,22/01/2021,Maria Alfonso,Leticia,3,Nequi,1,-4.21528,-69.94056
Mochila,Deportes y diversion,105000,3800,12/2/2020,Camila Rivera,Medellin,4,Tarjeta de credito,8,6.25184,-75.56359
Smart TV,Electronicos,1140800,61400,3/10/2021,Beatriz Morales,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Muneca bebe,Juguetes,55300,3300,14/12/2021,Izabela de Leon,Bogota,4,Nequi,1,4.60971,-74.08175
Bloques de construccion,Juguetes,37600,0,12/8/2020,Felipe Santos,Cali,5,Tarjeta de credito,14,3.43722,-76.5225
Auriculares,Electronicos,49000,2800,21/02/2022,Beatriz Morales,Medellin,3,Tarjeta de credito,1,6.25184,-75.56359
Ajedrez de madera,Juguetes,28600,0,30/03/2020,Juan Fernandez,Medellin,4,Tarjeta de credito,4,6.25184,-75.56359
Bloques de construccion,Juguetes,33800,0,28/03/2022,Angel Rodriguez,Pereira,4,Tarjeta de credito,3,4.81333,-75.69611
Iphone 15,Electronicos,1998200,107100,14/03/2021,Camila Rivera,Cartagena,5,Tarjeta de credito,4,10.39972,-75.51444
Asistente virtual,Electronicos,230200,10400,7/7/2022,Pedro Gomez,Cali,5,Tarjeta de credito,2,3.43722,-76.5225
Sillon,Muebles,269900,14800,3/7/2020,Maria Alfonso,Medellin,4,Tarjeta de credito,1,6.25184,-75.56359
Mesa de noche,Muebles,325800,17600,16/07/2021,Santiago Silva,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Microondas,Electrodomesicos,803300,43800,6/3/2021,Izabela de Leon,Bogota,3,Tarjeta de credito,10,4.60971,-74.08175
Cubo magico 8x8,Juguetes,18000,0,18/07/2022,Juliana Costa,Bogota,5,Nequi,1,4.60971,-74.08175
Bloques de construccion,Juguetes,41900,2600,18/07/2021,Pedro Gomez,Medellin,5,Nequi,1,6.25184,-75.56359
Celular ABXY,Electronicos,718200,38600,18/03/2023,Blanca Ramirez,Bucaramanga,5,Tarjeta de credito,1,7.12539,-73.1198
Balon de voleibol,Deportes y diversion,43200,0,10/10/2020,Lucas Olivera,Bucaramanga,4,Tarjeta de credito,6,7.12539,-73.1198
Juego de mesa,Juguetes,117200,4400,30/05/2021,Maria Alfonso,Pasto,5,Tarjeta de credito,5,1.21361,-77.28111
Tablet ABXY,Electronicos,1650600,86100,29/12/2020,Izabela de Leon,Cocuta,1,Nequi,1,7.89391,-72.50782
Tablet ABXY,Electronicos,999900,51400,11/9/2021,Angel Rodriguez,Medellin,5,Nequi,1,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,13400,900,6/2/2020,Izabela de Leon,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cama box,Muebles,503000,27200,8/10/2021,Maria Alfonso,Cali,5,Tarjeta de credito,3,3.43722,-76.5225
Juego de mesa,Juguetes,134200,7500,22/05/2022,Juan Fernandez,Medellin,5,Tarjeta de credito,6,6.25184,-75.56359
Cama king,Muebles,477400,23600,12/2/2020,Juan Fernandez,Pasto,5,Tarjeta de credito,4,1.21361,-77.28111
Cubo magico 8x8,Juguetes,20700,5800,13/06/2022,Juan Fernandez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Vaso termico,Deportes y diversion,58900,3400,20/03/2020,Izabela de Leon,Bogota,5,Cupon,1,4.60971,-74.08175
Impresora,Electronicos,233000,12800,21/06/2022,Juliana Costa,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Balon de baloncesto,Deportes y diversion,35100,0,24/03/2021,Pedro Gomez,Riohacha,1,Tarjeta de credito,4,11.54444,-72.90722
Cuberteria,Articulos para el hogar,47300,0,22/05/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,60400,3400,27/07/2022,Angel Rodriguez,Bogota,1,Nequi,1,4.60971,-74.08175
Bateria,Instrumentos musicales,732400,39500,27/07/2022,Mariana Herrera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cubo magico 8x8,Juguetes,19500,0,9/4/2020,Pedro Gomez,Cali,5,Tarjeta de credito,3,3.43722,-76.5225
Guitarra electrica,Instrumentos musicales,940300,50500,14/12/2020,Felipe Santos,Bogota,3,Tarjeta de credito,2,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2182400,116400,8/12/2022,Maria Alfonso,Medellin,5,Nequi,1,6.25184,-75.56359
Impresora,Electronicos,286600,15500,26/02/2022,Lucas Olivera,Cali,5,Tarjeta de credito,3,3.43722,-76.5225
Iniciando en programacion,Libros,42700,2700,1/7/2021,Mariana Herrera,Bogota,4,Nequi,1,4.60971,-74.08175
Auriculares con microfono,Electronicos,108600,6000,15/05/2020,Camila Rivera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Cubo magico 8x8,Juguetes,14400,1200,28/07/2022,Pedro Gomez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Asistente virtual,Electronicos,280900,15200,19/12/2021,Rafael Acosta,Medellin,1,Tarjeta de credito,3,6.25184,-75.56359
Estufa,Electrodomesicos,1023200,54900,14/01/2023,Maria Alfonso,Bogota,1,Tarjeta de credito,10,4.60971,-74.08175
Smart TV,Electronicos,1659000,88900,27/11/2022,Izabela de Leon,Cali,5,Nequi,1,3.43722,-76.5225
Lavavajillas,Electrodomesicos,1008000,53900,27/12/2021,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,14600,0,4/11/2021,Izabela de Leon,Bogota,5,Tarjeta de credito,6,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,14600,3100,17/09/2021,Izabela de Leon,Riohacha,1,Tarjeta de credito,1,11.54444,-72.90722
Cama king,Muebles,889600,47800,21/07/2021,Santiago Silva,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Armario,Muebles,486800,26400,13/09/2020,Lucas Olivera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Refrigerador,Electrodomesicos,1538300,80100,19/12/2020,Camila Rivera,Barranquilla,5,Cupon,1,10.96854,-74.78132
Sofa reclinable,Muebles,703600,37700,23/05/2020,Felipe Santos,Medellin,5,Nequi,1,6.25184,-75.56359
Juego de mesa,Juguetes,112500,6200,29/08/2021,Mariana Herrera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Secadora de ropa,Electrodomesicos,1217800,63000,30/08/2021,Blanca Ramirez,Pasto,5,Tarjeta de credito,1,1.21361,-77.28111
Mesa de noche,Muebles,250400,13600,10/6/2021,Angel Rodriguez,Santa Marta,1,Tarjeta de credito,1,11.24079,-74.19904
Lavavajillas,Electrodomesicos,1447700,77600,31/05/2022,Lucas Olivera,Manizales,3,Tarjeta de debito,1,5.06889,-75.51738
Armario,Muebles,497700,26700,20/09/2021,Camila Rivera,Cali,1,Nequi,1,3.43722,-76.5225
Bicicleta,Deportes y diversion,304600,16700,1/3/2023,Angel Rodriguez,Riohacha,4,Tarjeta de credito,6,11.54444,-72.90722
Modelado predictivo,Libros,76200,4300,7/6/2021,Santiago Silva,Bogota,5,Nequi,1,4.60971,-74.08175
Refrigerador,Electrodomesicos,2348000,123200,19/02/2022,Blanca Ramirez,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Celular ABXY,Electronicos,913100,49000,5/10/2020,Izabela de Leon,Bogota,3,Tarjeta de credito,3,4.60971,-74.08175
Set de vasos,Articulos para el hogar,36300,0,22/03/2021,Santiago Silva,Medellin,1,Tarjeta de credito,3,6.25184,-75.56359
Iniciando en programacion,Libros,54100,3100,11/3/2020,Santiago Silva,Medellin,5,Nequi,1,6.25184,-75.56359
Sillon,Muebles,237200,20100,12/3/2023,Maria Alfonso,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Vaso termico,Deportes y diversion,40900,7500,3/3/2021,Beatriz Morales,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Balon de voleibol,Deportes y diversion,57400,7700,15/04/2021,Camila Rivera,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Refrigerador,Electrodomesicos,2413100,128700,20/12/2022,Felipe Santos,Bogota,4,Tarjeta de credito,8,4.60971,-74.08175
Kit de bancas,Muebles,336500,16100,18/02/2023,Blanca Ramirez,Medellin,1,Tarjeta de credito,10,6.25184,-75.56359
Juego de mesa,Juguetes,165600,7000,30/07/2020,Angel Rodriguez,Riohacha,5,Tarjeta de credito,2,11.54444,-72.90722
Modelado predictivo,Libros,45300,2600,12/3/2023,Camila Rivera,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Bicicleta,Deportes y diversion,699900,35500,17/10/2021,Maria Alfonso,Pasto,3,Tarjeta de credito,10,1.21361,-77.28111
Ajedrez de madera,Juguetes,25800,0,15/02/2020,Beatriz Morales,Medellin,3,Tarjeta de credito,1,6.25184,-75.56359
Cuberteria,Articulos para el hogar,45200,3600,5/11/2022,Beatriz Morales,Bogota,5,Nequi,1,4.60971,-74.08175
Celular ABXY,Electronicos,717700,36400,29/10/2020,Juan Fernandez,Cali,5,Nequi,1,3.43722,-76.5225
Mesa de noche,Muebles,245700,11300,20/02/2020,Juan Fernandez,Bogota,5,Nequi,1,4.60971,-74.08175
Celular ABXY,Electronicos,1110100,59500,16/04/2022,Angel Rodriguez,Bogota,4,Nequi,1,4.60971,-74.08175
Secadora de ropa,Electrodomesicos,1190500,61600,25/02/2020,Angel Rodriguez,Bogota,5,Tarjeta de credito,6,4.60971,-74.08175
Sofa reclinable,Muebles,614100,33400,29/05/2020,Mariana Herrera,Leticia,3,Tarjeta de credito,3,-4.21528,-69.94056
Mesa de comedor,Muebles,313700,19100,10/12/2020,Angel Rodriguez,Bucaramanga,1,Tarjeta de credito,3,7.12539,-73.1198
Vaso termico,Deportes y diversion,62000,4000,24/03/2022,Beatriz Morales,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Muneca bebe,Juguetes,46800,3000,23/01/2020,Angel Rodriguez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,13500,5500,3/7/2021,Juan Fernandez,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Ciencia de datos con Python,Libros,72400,4600,27/01/2022,Izabela de Leon,Leticia,5,Cupon,1,-4.21528,-69.94056
Bicicleta,Deportes y diversion,507000,27700,25/03/2022,Maria Alfonso,Riohacha,1,Tarjeta de credito,2,11.54444,-72.90722
Cama box,Muebles,507300,25200,12/4/2021,Angel Rodriguez,Cali,5,Nequi,1,3.43722,-76.5225
Cama king,Muebles,561700,30100,5/5/2021,Beatriz Morales,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Mochila,Deportes y diversion,90000,5000,5/2/2020,Beatriz Morales,Santa Marta,5,Tarjeta de credito,2,11.24079,-74.19904
Bicicleta,Deportes y diversion,453700,24600,12/11/2020,Juliana Costa,Pereira,5,Tarjeta de credito,2,4.81333,-75.69611
Microondas,Electrodomesicos,583600,31300,19/05/2021,Juliana Costa,Barranquilla,5,Nequi,1,10.96854,-74.78132
Guitarra electrica,Instrumentos musicales,754600,40600,25/09/2022,Maria Alfonso,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Auriculares con microfono,Electronicos,137100,7500,24/07/2021,Blanca Ramirez,Barranquilla,5,Tarjeta de credito,3,10.96854,-74.78132
Mesa de noche,Muebles,336800,16100,7/2/2020,Santiago Silva,Cali,4,Tarjeta de credito,6,3.43722,-76.5225
Sofa reclinable,Muebles,720000,36500,28/03/2022,Blanca Ramirez,Medellin,1,Tarjeta de credito,3,6.25184,-75.56359
Silla de oficina,Muebles,429700,25300,6/8/2020,Maria Alfonso,Bogota,5,Nequi,1,4.60971,-74.08175
Dinosaurio Rex,Juguetes,17500,0,15/06/2020,Mariana Herrera,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Bateria,Instrumentos musicales,572600,28700,10/11/2020,Blanca Ramirez,Bucaramanga,4,Tarjeta de credito,5,7.12539,-73.1198
Impresora,Electronicos,357900,17200,7/3/2022,Maria Alfonso,Bogota,5,Nequi,1,4.60971,-74.08175
Secadora de ropa,Electrodomesicos,994100,51100,27/08/2021,Camila Rivera,Bogota,4,Tarjeta de credito,4,4.60971,-74.08175
Smartwatch,Electronicos,156700,6500,9/4/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Set de ollas,Articulos para el hogar,201400,11100,1/5/2021,Santiago Silva,Barranquilla,5,Cupon,1,10.96854,-74.78132
Guitarra electrica,Instrumentos musicales,771200,41700,7/7/2020,Pedro Gomez,Medellin,4,Tarjeta de credito,1,6.25184,-75.56359
Armario,Muebles,459700,24900,24/08/2022,Juliana Costa,Cali,3,Nequi,1,3.43722,-76.5225
Kit de bancas,Muebles,298200,14100,8/9/2021,Maria Alfonso,Bogota,4,Tarjeta de debito,1,4.60971,-74.08175
Iniciando en programacion,Libros,45400,0,4/2/2022,Maria Alfonso,Leticia,5,Nequi,1,-4.21528,-69.94056
Ciencia de datos con Python,Libros,45400,2800,18/07/2020,Santiago Silva,Medellin,3,Tarjeta de credito,2,6.25184,-75.56359
Modelado predictivo,Libros,71400,4900,9/7/2021,Camila Rivera,Bogota,1,Tarjeta de credito,4,4.60971,-74.08175
Smartwatch,Electronicos,214600,9600,31/05/2022,Rafael Acosta,Medellin,5,Tarjeta de debito,1,6.25184,-75.56359
Smartwatch,Electronicos,173800,7400,14/01/2023,Juliana Costa,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Sillon,Muebles,200800,8900,16/08/2022,Lucas Olivera,Leticia,5,Nequi,1,-4.21528,-69.94056
Cubo magico 8x8,Juguetes,8800,0,13/06/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Juego de mesa,Juguetes,193400,10500,7/1/2022,Mariana Herrera,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Smart TV,Electronicos,1606700,83700,15/03/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Sillon,Muebles,290800,15900,18/01/2020,Santiago Silva,Pereira,1,Tarjeta de credito,5,4.81333,-75.69611
Sillon,Muebles,263000,12200,12/9/2022,Mariana Herrera,Medellin,4,Tarjeta de credito,10,6.25184,-75.56359
Balon de voleibol,Deportes y diversion,50200,900,4/6/2020,Juan Fernandez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2764100,147900,2/5/2022,Angel Rodriguez,Pereira,5,Nequi,1,4.81333,-75.69611
Celular ABXY,Electronicos,1247200,66600,5/12/2021,Blanca Ramirez,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Iniciando en programacion,Libros,66400,10700,15/07/2022,Angel Rodriguez,Pereira,1,Tarjeta de credito,10,4.81333,-75.69611
Guitarra electrica,Instrumentos musicales,779500,39700,31/05/2020,Beatriz Morales,Medellin,5,Nequi,1,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,23200,1400,30/04/2020,Santiago Silva,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,21500,2200,9/7/2021,Beatriz Morales,Leticia,3,Tarjeta de credito,4,-4.21528,-69.94056
Celular ABXY,Electronicos,1117900,62900,1/6/2022,Felipe Santos,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Estufa,Electrodomesicos,417200,20400,22/03/2020,Santiago Silva,Cali,5,Cupon,1,3.43722,-76.5225
Bateria,Instrumentos musicales,741300,37700,16/10/2021,Camila Rivera,Medellin,3,Tarjeta de credito,8,6.25184,-75.56359
Refrigerador,Electrodomesicos,2168400,115700,9/3/2022,Beatriz Morales,Cali,3,Tarjeta de credito,1,3.43722,-76.5225
Cama box,Muebles,359900,17400,19/04/2022,Maria Alfonso,Pereira,4,Nequi,1,4.81333,-75.69611
Armario,Muebles,519800,25900,21/07/2022,Juan Fernandez,Medellin,5,Tarjeta de credito,8,6.25184,-75.56359
Olla de presion,Articulos para el hogar,75900,4300,4/1/2021,Felipe Santos,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,65200,1700,12/12/2020,Angel Rodriguez,Medellin,4,Tarjeta de credito,1,6.25184,-75.56359
Dinosaurio Rex,Juguetes,15800,1200,30/03/2023,Mariana Herrera,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Cubo magico 8x8,Juguetes,14300,1000,27/02/2020,Blanca Ramirez,Pereira,5,Tarjeta de credito,2,4.81333,-75.69611
Ajedrez de madera,Juguetes,36400,2100,28/10/2022,Rafael Acosta,Medellin,5,Tarjeta de credito,4,6.25184,-75.56359
Smart TV,Electronicos,1475100,78800,9/5/2022,Rafael Acosta,Leticia,5,Tarjeta de credito,1,-4.21528,-69.94056
Mesa de comedor,Muebles,183400,10000,5/3/2021,Felipe Santos,Medellin,2,Tarjeta de credito,1,6.25184,-75.56359
Smartwatch,Electronicos,139800,7800,4/4/2022,Rafael Acosta,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Olla de presion,Articulos para el hogar,54500,4100,7/5/2021,Felipe Santos,Bogota,5,Tarjeta de credito,6,4.60971,-74.08175
Set de vasos,Articulos para el hogar,38900,0,14/12/2022,Mariana Herrera,Medellin,4,Tarjeta de credito,6,6.25184,-75.56359
Impresora,Electronicos,372300,20500,3/3/2022,Izabela de Leon,Cali,4,Nequi,1,3.43722,-76.5225
Bateria,Instrumentos musicales,442200,21700,8/8/2021,Lucas Olivera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Juego de mesa,Juguetes,138200,7600,11/3/2022,Camila Rivera,Barranquilla,4,Nequi,1,10.96854,-74.78132
Bateria,Instrumentos musicales,825300,42100,6/12/2021,Camila Rivera,Bogota,4,Tarjeta de credito,4,4.60971,-74.08175
Pandereta,Instrumentos musicales,65800,1700,28/09/2020,Juliana Costa,Leticia,4,Tarjeta de credito,3,-4.21528,-69.94056
Lavadora de ropa,Electrodomesicos,1250500,64800,6/8/2021,Felipe Santos,Cartagena,3,Tarjeta de credito,5,10.39972,-75.51444
Guitarra acustica,Instrumentos musicales,299900,16200,6/3/2021,Santiago Silva,Cartagena,1,Tarjeta de credito,1,10.39972,-75.51444
Cubo magico 8x8,Juguetes,15400,0,6/9/2020,Juan Fernandez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
